LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 144.8456667985754, 4.596755045508508, 76.61258409180847, 3.5888706101137258, 0.8308418568056648, 255.97179374173643,
1, 98.0461811722913, 47.447679357479345, 104.58259325044405, 1.6685501752378227, 7.324225734925971, 256.0,
2, 34.92439711869715, 55.41722518008143, 26.19329783902286, 1.0314951243354076, 7.031256705528932, 255.921664626683,
3, 33.676343869538954, 53.43684316488826, 26.1927118985303, 1.5472426865031115, 7.910163793720049, 256.0,
4, 33.677699927518724, 71.25199323508093, 34.92502214705645, 1.5472426865031115, 7.031256705528932, 256.0,
